county,date,vaccines_started,vaccines_completed,vaccines_first_additional_dose
Montgomery,2021-05-07,700,2039,0
Montgomery,2021-05-08,625,1185,0
Montgomery,2021-05-09,165,262,0
Montgomery,2021-05-10,361,568,0
Montgomery,2021-05-11,658,870,0
Montgomery,2021-05-12,551,1081,0
Montgomery,2021-05-13,1253,1346,0
Montgomery,2021-05-14,1333,1269,0
Montgomery,2021-05-15,1201,584,0
Montgomery,2021-05-16,635,322,0
Montgomery,2021-05-17,1314,687,0
Montgomery,2021-05-18,1209,584,0
Montgomery,2021-05-19,1063,876,0
Montgomery,2021-05-20,1347,933,0
Montgomery,2021-05-21,1659,887,0
Montgomery,2021-05-22,1064,842,0
Montgomery,2021-05-23,595,234,0
Montgomery,2021-05-24,848,629,0
Montgomery,2021-05-25,827,781,0
Montgomery,2021-05-26,748,741,0
Montgomery,2021-05-27,691,750,0
Montgomery,2021-05-28,666,707,0
Montgomery,2021-05-29,502,401,0
Montgomery,2021-05-30,248,153,0
Montgomery,2021-05-31,162,154,0
Montgomery,2021-06-01,593,709,0
Montgomery,2021-06-02,518,556,0
Montgomery,2021-06-03,624,1059,0
Montgomery,2021-06-04,543,1117,0
Montgomery,2021-06-05,389,980,0
Montgomery,2021-06-06,179,544,0
Montgomery,2021-06-07,411,1012,0
Montgomery,2021-06-08,431,1021,0
Montgomery,2021-06-09,456,888,0
Montgomery,2021-06-10,438,1077,0
Montgomery,2021-06-11,448,1440,0
Montgomery,2021-06-12,320,1095,0
Montgomery,2021-06-13,109,430,0
Montgomery,2021-06-14,314,848,0
Montgomery,2021-06-15,357,865,0
Montgomery,2021-06-16,339,847,0
Montgomery,2021-06-17,338,711,0
Montgomery,2021-06-18,367,649,0
Montgomery,2021-06-19,246,507,0
Montgomery,2021-06-20,122,229,0
Montgomery,2021-06-21,280,329,0
Montgomery,2021-06-22,286,580,0
Montgomery,2021-06-23,305,495,0
Montgomery,2021-06-24,289,538,0
Montgomery,2021-06-25,332,485,0
Montgomery,2021-06-26,235,323,0
Montgomery,2021-06-27,102,138,0
Montgomery,2021-06-28,216,351,0
Montgomery,2021-06-29,243,414,0
Montgomery,2021-06-30,234,413,0
Montgomery,2021-07-01,257,352,0
Montgomery,2021-07-02,272,355,0
Montgomery,2021-07-03,175,255,0
Montgomery,2021-07-04,42,44,0
Montgomery,2021-07-05,166,276,0
Montgomery,2021-07-06,271,314,0
Montgomery,2021-07-07,264,301,0
Montgomery,2021-07-08,255,273,0
Montgomery,2021-07-09,281,304,0
Montgomery,2021-07-10,196,250,0
Montgomery,2021-07-11,127,126,0
Montgomery,2021-07-12,255,255,0
Montgomery,2021-07-13,218,236,0
Montgomery,2021-07-14,230,224,0
Montgomery,2021-07-15,233,223,0
Montgomery,2021-07-16,281,305,0
Montgomery,2021-07-17,266,235,0
Montgomery,2021-07-18,135,110,0
Montgomery,2021-07-19,366,241,0
Montgomery,2021-07-20,324,218,0
Montgomery,2021-07-21,368,196,0
Montgomery,2021-07-22,354,254,0
Montgomery,2021-07-23,463,270,0
Montgomery,2021-07-24,402,201,0
Montgomery,2021-07-25,222,66,0
Montgomery,2021-07-26,426,213,0
Montgomery,2021-07-27,396,252,0
Montgomery,2021-07-28,384,249,0
Montgomery,2021-07-29,451,278,0
Montgomery,2021-07-30,605,330,0
Montgomery,2021-07-31,435,196,0
Montgomery,2021-08-01,273,115,0
Montgomery,2021-08-02,502,225,0
Montgomery,2021-08-03,502,247,0
Montgomery,2021-08-04,578,227,0
Montgomery,2021-08-05,542,239,0
Montgomery,2021-08-06,716,287,0
Montgomery,2021-08-07,523,266,0
Montgomery,2021-08-08,286,148,0
Montgomery,2021-08-09,522,308,0
Montgomery,2021-08-10,561,262,0
Montgomery,2021-08-11,612,326,0
Montgomery,2021-08-12,495,284,0
Montgomery,2021-08-13,598,437,13
Montgomery,2021-08-14,382,299,52
Montgomery,2021-08-15,203,187,52
Montgomery,2021-08-16,461,362,113
Montgomery,2021-08-17,414,317,114
Montgomery,2021-08-18,386,335,136
Montgomery,2021-08-19,499,342,101
Montgomery,2021-08-20,482,462,109
Montgomery,2021-08-21,331,350,72
Montgomery,2021-08-22,180,205,51
Montgomery,2021-08-23,475,432,90
Montgomery,2021-08-24,388,321,63
Montgomery,2021-08-25,491,393,82
Montgomery,2021-08-26,397,350,85
Montgomery,2021-08-27,487,676,107
Montgomery,2021-08-28,338,475,69
Montgomery,2021-08-29,252,303,25
Montgomery,2021-08-30,485,507,92
Montgomery,2021-08-31,494,436,79
Montgomery,2021-09-01,451,385,144
Montgomery,2021-09-02,427,379,94
Montgomery,2021-09-03,534,541,113
Montgomery,2021-09-04,321,366,59
Montgomery,2021-09-05,221,202,28
Montgomery,2021-09-06,85,110,11
Montgomery,2021-09-07,372,504,95
Montgomery,2021-09-08,376,410,88
Montgomery,2021-09-09,376,410,61
Montgomery,2021-09-10,450,507,104
Montgomery,2021-09-11,275,333,65
Montgomery,2021-09-12,198,218,37
Montgomery,2021-09-13,405,449,82
Montgomery,2021-09-14,479,325,47
Montgomery,2021-09-15,422,430,67
Montgomery,2021-09-16,471,369,58
Montgomery,2021-09-17,521,482,84
Montgomery,2021-09-18,363,339,36
Montgomery,2021-09-19,122,204,47
Montgomery,2021-09-20,316,427,84
Montgomery,2021-09-21,422,392,84
Montgomery,2021-09-22,345,395,85
Montgomery,2021-09-23,368,354,72
Montgomery,2021-09-24,408,451,329
Montgomery,2021-09-25,284,303,476
Montgomery,2021-09-26,142,221,371
Montgomery,2021-09-27,299,239,891
Montgomery,2021-09-28,314,310,948
Montgomery,2021-09-29,279,333,1473
Montgomery,2021-09-30,318,357,939
Montgomery,2021-10-01,302,425,1111
Montgomery,2021-10-02,224,251,585
Montgomery,2021-10-03,125,167,332
Montgomery,2021-10-04,222,334,855
Montgomery,2021-10-05,306,300,1029
Montgomery,2021-10-06,252,317,1616
Montgomery,2021-10-07,304,326,886
Montgomery,2021-10-08,322,405,1032
Montgomery,2021-10-09,176,226,474
Montgomery,2021-10-10,102,175,254
Montgomery,2021-10-11,273,303,749
Montgomery,2021-10-12,241,334,734
Montgomery,2021-10-13,285,280,1317
Montgomery,2021-10-14,284,307,886
Montgomery,2021-10-15,360,385,960
Montgomery,2021-10-16,145,226,406
Montgomery,2021-10-17,77,130,141
Montgomery,2021-10-18,304,273,751
Montgomery,2021-10-19,279,240,580
Montgomery,2021-10-20,246,255,870
Montgomery,2021-10-21,248,226,656
Montgomery,2021-10-22,327,349,1315
Montgomery,2021-10-23,214,224,1088
Montgomery,2021-10-24,100,114,457
Montgomery,2021-10-25,309,241,1831
Montgomery,2021-10-26,268,220,1383
Montgomery,2021-10-27,326,279,2014
Montgomery,2021-10-28,332,335,1572
Montgomery,2021-10-29,389,321,2008
Montgomery,2021-10-30,234,206,1181
Montgomery,2021-10-31,118,115,541
Montgomery,2021-11-01,317,282,1649
Montgomery,2021-11-02,291,238,1564
Montgomery,2021-11-03,300,261,1789
Montgomery,2021-11-04,327,272,1724
Montgomery,2021-11-05,334,353,1945
Montgomery,2021-11-06,252,200,989
Montgomery,2021-11-07,227,97,453
Montgomery,2021-11-08,486,307,1363
Montgomery,2021-11-09,536,251,1217
Montgomery,2021-11-10,444,272,1423
Montgomery,2021-11-11,458,273,1324
Montgomery,2021-11-12,465,304,1633
Montgomery,2021-11-13,365,216,968
Montgomery,2021-11-14,1385,108,489
Montgomery,2021-11-15,394,285,1622
Montgomery,2021-11-16,501,233,1184
Montgomery,2021-11-17,462,239,1498
Montgomery,2021-11-18,407,295,1420
Montgomery,2021-11-19,508,312,1980
Montgomery,2021-11-20,456,187,1125
Montgomery,2021-11-21,175,96,686
Montgomery,2021-11-22,618,293,1865
Montgomery,2021-11-23,486,222,1694
Montgomery,2021-11-24,389,197,1191
Montgomery,2021-11-25,4,9,7
Montgomery,2021-11-26,211,183,1090
Montgomery,2021-11-27,180,209,810
Montgomery,2021-11-28,128,216,574
Montgomery,2021-11-29,287,459,1348
Montgomery,2021-11-30,304,493,1385
Montgomery,2021-12-01,424,458,2205
Montgomery,2021-12-02,354,479,2141
Montgomery,2021-12-03,383,462,2128
Montgomery,2021-12-04,212,296,1439
Montgomery,2021-12-05,179,1214,741
Montgomery,2021-12-06,270,409,1694
Montgomery,2021-12-07,296,497,1545
Montgomery,2021-12-08,380,435,1795
Montgomery,2021-12-09,305,310,1701
Montgomery,2021-12-10,318,414,1838
Montgomery,2021-12-11,247,425,1019
Montgomery,2021-12-12,141,135,637
Montgomery,2021-12-13,258,338,1561
Montgomery,2021-12-14,294,306,1397
Montgomery,2021-12-15,282,308,1516
Montgomery,2021-12-16,280,173,1622
Montgomery,2021-12-17,342,347,1626
Montgomery,2021-12-18,223,179,1260
Montgomery,2021-12-19,134,97,713
Montgomery,2021-12-20,449,282,1636
Montgomery,2021-12-21,459,228,1591
Montgomery,2021-12-22,414,268,1575
Montgomery,2021-12-23,321,239,1423
Montgomery,2021-12-24,66,94,312
Montgomery,2021-12-25,1,1,2
Montgomery,2021-12-26,105,138,531
Montgomery,2021-12-27,335,255,1329
Montgomery,2021-12-28,392,305,1405
Montgomery,2021-12-29,393,275,1321
Montgomery,2021-12-30,375,249,1376
Montgomery,2021-12-31,168,151,614
Montgomery,2022-01-01,16,24,46
Montgomery,2022-01-02,137,178,460
Montgomery,2022-01-03,307,226,1087
Montgomery,2022-01-04,268,240,1027
Montgomery,2022-01-05,327,232,1219
Montgomery,2022-01-06,157,104,589
Montgomery,2022-01-07,0,0,0
Morgan,2020-12-14,0,0,0
Morgan,2020-12-15,1,0,0
Morgan,2020-12-16,4,0,0
Morgan,2020-12-17,3,0,0
Morgan,2020-12-18,8,0,0
Morgan,2020-12-19,0,0,0
Morgan,2020-12-20,0,0,0
Morgan,2020-12-21,6,0,0
Morgan,2020-12-22,9,0,0
Morgan,2020-12-23,12,0,0
Morgan,2020-12-24,1,0,0
Morgan,2020-12-25,0,0,0
Morgan,2020-12-26,4,0,0
Morgan,2020-12-27,5,0,0
Morgan,2020-12-28,17,0,0
Morgan,2020-12-29,80,0,0
Morgan,2020-12-30,31,0,0
Morgan,2020-12-31,14,0,0
Morgan,2021-01-01,0,0,0
Morgan,2021-01-02,2,0,0
Morgan,2021-01-03,0,0,0
Morgan,2021-01-04,4,1,0
Morgan,2021-01-05,4,2,0
Morgan,2021-01-06,26,3,0
Morgan,2021-01-07,36,3,0
Morgan,2021-01-08,3,7,0
Morgan,2021-01-09,1,0,0
Morgan,2021-01-10,0,0,0
Morgan,2021-01-11,7,4,0
Morgan,2021-01-12,8,4,0
Morgan,2021-01-13,23,3,0
Morgan,2021-01-14,34,0,0
Morgan,2021-01-15,7,0,0
Morgan,2021-01-16,3,0,0
Morgan,2021-01-17,0,0,0
Morgan,2021-01-18,1,4,0
Morgan,2021-01-19,79,73,0
Morgan,2021-01-20,154,10,0
Morgan,2021-01-21,76,13,0
Morgan,2021-01-22,33,0,0
Morgan,2021-01-23,57,4,0
Morgan,2021-01-24,1,4,0
Morgan,2021-01-25,22,11,0
Morgan,2021-01-26,50,7,0
Morgan,2021-01-27,19,16,0
Morgan,2021-01-28,69,13,0
Morgan,2021-01-29,157,5,0
Morgan,2021-01-30,102,3,0
Morgan,2021-01-31,0,0,0
Morgan,2021-02-01,11,7,0
Morgan,2021-02-02,101,5,0
Morgan,2021-02-03,26,20,0
Morgan,2021-02-04,34,30,0
Morgan,2021-02-05,32,9,0
Morgan,2021-02-06,93,2,0
Morgan,2021-02-07,5,0,0
Morgan,2021-02-08,13,7,0
Morgan,2021-02-09,86,41,0
Morgan,2021-02-10,39,99,0
Morgan,2021-02-11,31,47,0
Morgan,2021-02-12,51,17,0
Morgan,2021-02-13,65,2,0
Morgan,2021-02-14,3,0,0
Morgan,2021-02-15,9,0,0
Morgan,2021-02-16,0,3,0
Morgan,2021-02-17,13,65,0
Morgan,2021-02-18,3,11,0
Morgan,2021-02-19,132,137,0
Morgan,2021-02-20,3,13,0
Morgan,2021-02-21,0,7,0
Morgan,2021-02-22,8,22,0
Morgan,2021-02-23,19,56,0
Morgan,2021-02-24,61,21,0
Morgan,2021-02-25,24,63,0
Morgan,2021-02-26,196,68,0
Morgan,2021-02-27,99,202,0
Morgan,2021-02-28,3,1,0
Morgan,2021-03-01,6,15,0
Morgan,2021-03-02,98,107,0
Morgan,2021-03-03,39,11,0
Morgan,2021-03-04,106,55,0
Morgan,2021-03-05,48,25,0
Morgan,2021-03-06,82,97,0
Morgan,2021-03-07,1,4,0
Morgan,2021-03-08,11,15,0
Morgan,2021-03-09,48,122,0
Morgan,2021-03-10,56,22,0
Morgan,2021-03-11,153,23,0
Morgan,2021-03-12,15,95,0
Morgan,2021-03-13,55,69,0
Morgan,2021-03-14,2,4,0
Morgan,2021-03-15,48,10,0
Morgan,2021-03-16,129,52,0
Morgan,2021-03-17,58,38,0
Morgan,2021-03-18,26,12,0
Morgan,2021-03-19,53,133,0
Morgan,2021-03-20,65,8,0
Morgan,2021-03-21,2,2,0
Morgan,2021-03-22,22,7,0
Morgan,2021-03-23,66,74,0
Morgan,2021-03-24,45,84,0
Morgan,2021-03-25,122,21,0
Morgan,2021-03-26,31,191,0
Morgan,2021-03-27,24,41,0
Morgan,2021-03-28,3,0,0
Morgan,2021-03-29,58,52,0
Morgan,2021-03-30,34,125,0
Morgan,2021-03-31,58,72,0
Morgan,2021-04-01,76,112,0
Morgan,2021-04-02,16,49,0
Morgan,2021-04-03,35,77,0
Morgan,2021-04-04,1,3,0
Morgan,2021-04-05,18,12,0
Morgan,2021-04-06,27,25,0
Morgan,2021-04-07,34,34,0
Morgan,2021-04-08,38,111,0
Morgan,2021-04-09,24,71,0
Morgan,2021-04-10,58,106,0
Morgan,2021-04-11,1,0,0
Morgan,2021-04-12,15,54,0
Morgan,2021-04-13,21,65,0
Morgan,2021-04-14,12,51,0
Morgan,2021-04-15,26,17,0
Morgan,2021-04-16,16,46,0
Morgan,2021-04-17,4,61,0
Morgan,2021-04-18,1,4,0
Morgan,2021-04-19,0,23,0
Morgan,2021-04-20,22,30,0
Morgan,2021-04-21,12,32,0
Morgan,2021-04-22,8,77,0
Morgan,2021-04-23,9,22,0
Morgan,2021-04-24,1,25,0
Morgan,2021-04-25,1,2,0
Morgan,2021-04-26,16,69,0
Morgan,2021-04-27,0,9,0
Morgan,2021-04-28,14,28,0
Morgan,2021-04-29,12,56,0
Morgan,2021-04-30,9,33,0
Morgan,2021-05-01,10,20,0
Morgan,2021-05-02,0,2,0
Morgan,2021-05-03,4,5,0
Morgan,2021-05-04,16,26,0
Morgan,2021-05-05,11,28,0
Morgan,2021-05-06,26,46,0
Morgan,2021-05-07,10,20,0
Morgan,2021-05-08,1,4,0
Morgan,2021-05-09,2,0,0
Morgan,2021-05-10,2,1,0
Morgan,2021-05-11,18,41,0
Morgan,2021-05-12,3,14,0
Morgan,2021-05-13,3,15,0
Morgan,2021-05-14,32,29,0
Morgan,2021-05-15,4,5,0
Morgan,2021-05-16,6,2,0
Morgan,2021-05-17,28,14,0
Morgan,2021-05-18,14,14,0
Morgan,2021-05-19,25,21,0
Morgan,2021-05-20,31,22,0
Morgan,2021-05-21,40,32,0
Morgan,2021-05-22,9,5,0
Morgan,2021-05-23,3,4,0
Morgan,2021-05-24,3,5,0
Morgan,2021-05-25,11,10,0
Morgan,2021-05-26,10,17,0
Morgan,2021-05-27,10,11,0
Morgan,2021-05-28,13,9,0
Morgan,2021-05-29,6,5,0
Morgan,2021-05-30,0,0,0
Morgan,2021-05-31,0,1,0
Morgan,2021-06-01,5,10,0
Morgan,2021-06-02,11,7,0
Morgan,2021-06-03,17,11,0
Morgan,2021-06-04,17,26,0
Morgan,2021-06-05,3,4,0
Morgan,2021-06-06,5,3,0
Morgan,2021-06-07,5,9,0
Morgan,2021-06-08,3,15,0
Morgan,2021-06-09,6,5,0
Morgan,2021-06-10,12,31,0
Morgan,2021-06-11,9,14,0
Morgan,2021-06-12,2,5,0
Morgan,2021-06-13,0,1,0
Morgan,2021-06-14,4,9,0
Morgan,2021-06-15,5,22,0
Morgan,2021-06-16,4,14,0
Morgan,2021-06-17,9,14,0
Morgan,2021-06-18,7,20,0
Morgan,2021-06-19,1,4,0
Morgan,2021-06-20,0,0,0
Morgan,2021-06-21,2,8,0
Morgan,2021-06-22,0,2,0
Morgan,2021-06-23,5,13,0
Morgan,2021-06-24,5,17,0
Morgan,2021-06-25,5,6,0
Morgan,2021-06-26,0,3,0
Morgan,2021-06-27,0,0,0
Morgan,2021-06-28,2,3,0
Morgan,2021-06-29,4,4,0
Morgan,2021-06-30,8,7,0
Morgan,2021-07-01,5,8,0
Morgan,2021-07-02,5,8,0
Morgan,2021-07-03,0,2,0
Morgan,2021-07-04,0,0,0
Morgan,2021-07-05,0,1,0
Morgan,2021-07-06,5,7,0
Morgan,2021-07-07,3,0,0
Morgan,2021-07-08,8,3,0
Morgan,2021-07-09,1,5,0
Morgan,2021-07-10,1,1,0
Morgan,2021-07-11,0,0,0
Morgan,2021-07-12,5,2,0
Morgan,2021-07-13,1,0,0
Morgan,2021-07-14,3,0,0
Morgan,2021-07-15,6,3,0
Morgan,2021-07-16,11,4,0
Morgan,2021-07-17,3,0,0
Morgan,2021-07-18,4,0,0
Morgan,2021-07-19,10,8,0
Morgan,2021-07-20,7,3,0
Morgan,2021-07-21,6,3,0
Morgan,2021-07-22,11,12,0
Morgan,2021-07-23,8,4,0
Morgan,2021-07-24,1,0,0
Morgan,2021-07-25,0,0,0
Morgan,2021-07-26,9,8,0
Morgan,2021-07-27,8,10,0
Morgan,2021-07-28,4,3,0
Morgan,2021-07-29,4,8,0
Morgan,2021-07-30,10,6,0
Morgan,2021-07-31,1,0,0
Morgan,2021-08-01,4,1,0
Morgan,2021-08-02,3,1,0
Morgan,2021-08-03,6,4,0
Morgan,2021-08-04,21,13,0
Morgan,2021-08-05,15,5,0
Morgan,2021-08-06,14,9,0
Morgan,2021-08-07,4,5,0
Morgan,2021-08-08,3,1,0
Morgan,2021-08-09,14,12,0
Morgan,2021-08-10,38,13,0
Morgan,2021-08-11,19,14,0
Morgan,2021-08-12,21,8,0
Morgan,2021-08-13,13,7,1
Morgan,2021-08-14,3,5,0
Morgan,2021-08-15,1,2,0
Morgan,2021-08-16,14,6,0
Morgan,2021-08-17,11,8,1
Morgan,2021-08-18,9,8,1
Morgan,2021-08-19,16,9,0
Morgan,2021-08-20,14,8,10
Morgan,2021-08-21,3,2,0
Morgan,2021-08-22,1,2,0
Morgan,2021-08-23,9,8,2
Morgan,2021-08-24,9,2,2
Morgan,2021-08-25,6,11,1
Morgan,2021-08-26,20,9,0
Morgan,2021-08-27,16,11,2
Morgan,2021-08-28,5,0,1
Morgan,2021-08-29,2,1,0
Morgan,2021-08-30,13,8,1
Morgan,2021-08-31,20,17,0
Morgan,2021-09-01,10,7,2
Morgan,2021-09-02,15,7,1
Morgan,2021-09-03,17,16,2
Morgan,2021-09-04,3,2,0
Morgan,2021-09-05,1,2,0
Morgan,2021-09-06,0,1,0
Morgan,2021-09-07,11,18,0
Morgan,2021-09-08,13,8,1
Morgan,2021-09-09,17,14,0
Morgan,2021-09-10,21,16,0
Morgan,2021-09-11,0,2,0
Morgan,2021-09-12,2,0,0
Morgan,2021-09-13,8,16,0
Morgan,2021-09-14,13,8,3
Morgan,2021-09-15,18,10,0
Morgan,2021-09-16,21,12,0
Morgan,2021-09-17,29,17,1
Morgan,2021-09-18,1,7,0
Morgan,2021-09-19,2,1,0
Morgan,2021-09-20,22,12,0
Morgan,2021-09-21,13,8,0
Morgan,2021-09-22,15,5,2
Morgan,2021-09-23,18,22,2
Morgan,2021-09-24,13,19,6
Morgan,2021-09-25,3,3,0
Morgan,2021-09-26,1,1,0
Morgan,2021-09-27,3,4,4
Morgan,2021-09-28,7,10,3
Morgan,2021-09-29,11,6,10
Morgan,2021-09-30,16,12,15
Morgan,2021-10-01,10,20,14
Morgan,2021-10-02,1,0,0
Morgan,2021-10-03,5,0,1
Morgan,2021-10-04,5,6,11
Morgan,2021-10-05,10,16,24
Morgan,2021-10-06,8,13,10
Morgan,2021-10-07,7,19,1
Morgan,2021-10-08,8,10,10
Morgan,2021-10-09,0,2,1
Morgan,2021-10-10,0,1,0
Morgan,2021-10-11,4,6,0
Morgan,2021-10-12,4,7,5
Morgan,2021-10-13,4,5,6
Morgan,2021-10-14,12,4,3
Morgan,2021-10-15,4,21,5
Morgan,2021-10-16,0,0,1
Morgan,2021-10-17,3,3,16
Morgan,2021-10-18,9,10,5
Morgan,2021-10-19,3,11,6
Morgan,2021-10-20,5,12,13
Morgan,2021-10-21,4,7,18
Morgan,2021-10-22,7,12,22
Morgan,2021-10-23,1,3,4
Morgan,2021-10-24,2,1,0
Morgan,2021-10-25,7,7,22
Morgan,2021-10-26,2,6,31
Morgan,2021-10-27,5,8,54
Morgan,2021-10-28,5,4,58
Morgan,2021-10-29,9,9,99
Morgan,2021-10-30,0,1,6
Morgan,2021-10-31,0,3,5
Morgan,2021-11-01,4,9,83
Morgan,2021-11-02,4,3,63
Morgan,2021-11-03,8,5,85
Morgan,2021-11-04,12,10,70
Morgan,2021-11-05,9,8,112
Morgan,2021-11-06,3,0,8
Morgan,2021-11-07,1,0,2
Morgan,2021-11-08,9,5,70
Morgan,2021-11-09,8,4,34
Morgan,2021-11-10,14,6,53
Morgan,2021-11-11,9,4,26
Morgan,2021-11-12,9,6,74
Morgan,2021-11-13,4,1,1
Morgan,2021-11-14,1,0,0
Morgan,2021-11-15,6,0,81
Morgan,2021-11-16,13,7,71
Morgan,2021-11-17,6,4,67
Morgan,2021-11-18,13,4,87
Morgan,2021-11-19,8,6,56
Morgan,2021-11-20,3,0,5
Morgan,2021-11-21,0,0,2
Morgan,2021-11-22,9,4,74
Morgan,2021-11-23,8,11,73
Morgan,2021-11-24,14,2,23
Morgan,2021-11-25,0,0,0
Morgan,2021-11-26,0,0,16
Morgan,2021-11-27,2,6,1
Morgan,2021-11-28,4,1,1
Morgan,2021-11-29,14,6,51
Morgan,2021-11-30,15,3,62
Morgan,2021-12-01,10,10,41
Morgan,2021-12-02,7,8,64
Morgan,2021-12-03,6,6,70
Morgan,2021-12-04,0,2,6
Morgan,2021-12-05,0,2,0
Morgan,2021-12-06,3,4,48
Morgan,2021-12-07,4,7,35
Morgan,2021-12-08,5,4,23
Morgan,2021-12-09,7,12,59
Morgan,2021-12-10,2,2,44
Morgan,2021-12-11,3,0,3
Morgan,2021-12-12,0,0,1
Morgan,2021-12-13,6,0,31
Morgan,2021-12-14,1,2,26
Morgan,2021-12-15,3,9,22
Morgan,2021-12-16,10,9,56
Morgan,2021-12-17,8,6,67
Morgan,2021-12-18,0,3,8
Morgan,2021-12-19,0,3,3
Morgan,2021-12-20,4,4,39
Morgan,2021-12-21,4,11,26
Morgan,2021-12-22,5,8,33
Morgan,2021-12-23,7,11,35
Morgan,2021-12-24,0,1,2
Morgan,2021-12-25,0,0,0
Morgan,2021-12-26,0,0,2
Morgan,2021-12-27,4,7,39
Morgan,2021-12-28,6,9,22
Morgan,2021-12-29,4,2,22
Morgan,2021-12-30,8,6,38
Morgan,2021-12-31,4,0,4
Morgan,2022-01-01,0,0,0
Morgan,2022-01-02,2,0,2
Morgan,2022-01-03,2,4,35
Morgan,2022-01-04,12,8,27
Morgan,2022-01-05,2,3,16
Morgan,2022-01-06,6,2,25
Morgan,2022-01-07,0,0,0
Morrow,2020-12-14,1,0,0
Morrow,2020-12-15,2,0,0
Morrow,2020-12-16,1,0,0
Morrow,2020-12-17,0,0,0
Morrow,2020-12-18,2,0,0
Morrow,2020-12-19,0,0,0
Morrow,2020-12-20,0,0,0
Morrow,2020-12-21,15,0,0
Morrow,2020-12-22,11,0,0
Morrow,2020-12-23,23,0,0
Morrow,2020-12-24,6,0,0
Morrow,2020-12-25,0,0,0
Morrow,2020-12-26,5,0,0
Morrow,2020-12-27,3,0,0
Morrow,2020-12-28,37,0,0
Morrow,2020-12-29,56,0,0
Morrow,2020-12-30,78,0,0
Morrow,2020-12-31,42,0,0
Morrow,2021-01-01,6,1,0
Morrow,2021-01-02,15,0,0
Morrow,2021-01-03,9,0,0
Morrow,2021-01-04,24,0,0
Morrow,2021-01-05,84,3,0
Morrow,2021-01-06,56,3,0
Morrow,2021-01-07,57,0,0
Morrow,2021-01-08,39,2,0
Morrow,2021-01-09,23,0,0
Morrow,2021-01-10,67,0,0
Morrow,2021-01-11,24,5,0
Morrow,2021-01-12,40,7,0
Morrow,2021-01-13,44,5,0
Morrow,2021-01-14,94,10,0
Morrow,2021-01-15,32,1,0
Morrow,2021-01-16,20,0,0
Morrow,2021-01-17,3,2,0
Morrow,2021-01-18,8,11,0
Morrow,2021-01-19,49,17,0
Morrow,2021-01-20,106,18,0
Morrow,2021-01-21,180,7,0
Morrow,2021-01-22,104,14,0
Morrow,2021-01-23,50,5,0
Morrow,2021-01-24,25,6,0
Morrow,2021-01-25,164,9,0
Morrow,2021-01-26,145,55,0
Morrow,2021-01-27,200,41,0
Morrow,2021-01-28,155,75,0
Morrow,2021-01-29,225,25,0
Morrow,2021-01-30,30,11,0
Morrow,2021-01-31,29,58,0
Morrow,2021-02-01,55,19,0
Morrow,2021-02-02,229,70,0
Morrow,2021-02-03,115,57,0
Morrow,2021-02-04,57,55,0
Morrow,2021-02-05,61,46,0
Morrow,2021-02-06,26,35,0
Morrow,2021-02-07,59,5,0
Morrow,2021-02-08,204,28,0
Morrow,2021-02-09,130,62,0
Morrow,2021-02-10,129,61,0
Morrow,2021-02-11,209,100,0
Morrow,2021-02-12,40,70,0
Morrow,2021-02-13,23,31,0
Morrow,2021-02-14,10,7,0
Morrow,2021-02-15,28,21,0
Morrow,2021-02-16,25,20,0
Morrow,2021-02-17,188,87,0
Morrow,2021-02-18,25,267,0
Morrow,2021-02-19,66,231,0
Morrow,2021-02-20,9,49,0
Morrow,2021-02-21,1,58,0
Morrow,2021-02-22,13,175,0
Morrow,2021-02-23,35,172,0
Morrow,2021-02-24,56,205,0
Morrow,2021-02-25,47,61,0
Morrow,2021-02-26,83,72,0
Morrow,2021-02-27,39,30,0
Morrow,2021-02-28,10,7,0
Morrow,2021-03-01,34,35,0
Morrow,2021-03-02,80,242,0
Morrow,2021-03-03,129,106,0
Morrow,2021-03-04,241,57,0
Morrow,2021-03-05,192,107,0
Morrow,2021-03-06,93,93,0
Morrow,2021-03-07,12,8,0
Morrow,2021-03-08,155,250,0
Morrow,2021-03-09,167,145,0
Morrow,2021-03-10,117,146,0
Morrow,2021-03-11,204,214,0
Morrow,2021-03-12,155,93,0
Morrow,2021-03-13,64,20,0
Morrow,2021-03-14,17,7,0
Morrow,2021-03-15,249,182,0
Morrow,2021-03-16,130,42,0
Morrow,2021-03-17,154,199,0
Morrow,2021-03-18,515,80,0
Morrow,2021-03-19,131,86,0
Morrow,2021-03-20,43,20,0
Morrow,2021-03-21,17,6,0
Morrow,2021-03-22,171,27,0
Morrow,2021-03-23,112,28,0
Morrow,2021-03-24,221,126,0
Morrow,2021-03-25,213,69,0
Morrow,2021-03-26,104,122,0
Morrow,2021-03-27,32,70,0
Morrow,2021-03-28,13,17,0
Morrow,2021-03-29,60,45,0
Morrow,2021-03-30,78,110,0
Morrow,2021-03-31,235,161,0
Morrow,2021-04-01,226,220,0
Morrow,2021-04-02,83,127,0
Morrow,2021-04-03,69,72,0
Morrow,2021-04-04,9,13,0
Morrow,2021-04-05,48,92,0
Morrow,2021-04-06,106,115,0
Morrow,2021-04-07,174,182,0
Morrow,2021-04-08,216,164,0
Morrow,2021-04-09,74,204,0
Morrow,2021-04-10,38,60,0
Morrow,2021-04-11,18,28,0
Morrow,2021-04-12,58,105,0
Morrow,2021-04-13,90,96,0
